번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
330,18260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","77,377,800","38,688,900,000",500,원(KRW),02-6155-3114,서울특별시 송파구 올림픽로35길 125(신천동),779
331,28050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","196,000,000","980,000,000,000","5,000",원(KRW),02-2053-3000,서울특별시 강동구 상일동 500 삼성 GEC,779
332,9150,삼성전기,32602,전자부품 제조업,"74,693,696","388,003,400,000","5,000",원(KRW),031-210-5114,경기도 수원시 영통구  매영로 150,779
333,5930,삼성전자,32604,통신 및 방송 장비 제조업,"6,419,324,700","897,513,820,000",100,원(KRW),031-200-1114,경기도 수원시 영통구  삼성로 129 (매탄동),779
334,1360,삼성제약,32102,의약품 제조업,"58,135,743","29,067,871,500",500,원(KRW),031-353-6681,경기도 화성시 향남읍 제약공단2길 35 삼성제약(주),779
335,10140,삼성중공업,33101,선박 및 보트 건조업,"630,000,000","3,150,574,225,000","5,000",원(KRW),031-5171-7000,경기도 성남시 분당구 판교로227번길 23 삼성중공업 판교R&D센터,779
336,16360,삼성증권,116601,금융 지원 서비스업,"89,300,000","458,478,080,000","5,000",원(KRW),02-2020-8000,서울특별시 서초구 서초대로74길 11 (서초동),779
337,68290,삼성출판사,105801,"서적, 잡지 및 기타 인쇄물 출판업","10,000,000","5,000,000,000",500,원(KRW),02-3470-6800,서울특별시 서초구  명달로 94 (주)삼성출판사,779
338,29780,삼성카드,116409,기타 금융업,"115,858,891","614,794,455,000","5,000",원(KRW),02-1588-8700,서울특별시 중구  세종대로 67,779
339,810,삼성화재해상보험,116501,보험업,"47,374,837","26,473,418,500",500,원(KRW),02-1588-5114,서울특별시 서초구 서초대로74길 14 (서초동),779
340,6110,삼아알미늄,32402,1차 비철금속 제조업,"11,000,000","5,500,000,000",500,원(KRW),031-467-6800,경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사,779
341,145990,삼양사,31007,기타 식품 제조업,"10,289,803","53,299,365,000","5,000",원(KRW),02-740-7114,서울특별시 종로구 종로33길 31 삼양사,779
342,3230,삼양식품,31007,기타 식품 제조업,"7,533,015","37,665,075,000","5,000",원(KRW),02-940-3000,서울특별시 성북구  오패산로3길 104,779
343,2170,삼양통상,31501,"가죽, 가방 및 유사제품 제조업","3,000,000","15,000,000,000","5,000",원(KRW),02-3453-3961,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층,779
344,272550,삼양패키징,32202,플라스틱제품 제조업,"14,209,804","71,049,020,000","5,000",원(KRW),02-740-7827,서울특별시 종로구 종로33길 31,779
345,70,삼양홀딩스,116409,기타 금융업,"8,564,271","44,341,645,000","5,000",원(KRW),02-740-7114,서울특별시 종로구 종로33길 31,779
346,2810,삼영무역,74607,기타 전문 도매업,"16,466,623","8,233,311,500",500,원(KRW),02-320-4114,서울특별시 마포구  양화로 111,779
347,5680,삼영전자공업,32602,전자부품 제조업,"20,000,000","10,000,000,000",500,원(KRW),031-743-6701,경기도 성남시 중원구  사기막골로 47 (상대원동),779
348,3720,삼영화학공업,32202,플라스틱제품 제조업,"34,000,000","17,000,000,000",500,원(KRW),02-757-2291-3,"서울특별시 종로구 청계천로 35 13층(서린동, 관정빌딩)",779
349,23000,삼원강재,33003,자동차 신품 부품 제조업,"40,000,000","20,000,000,000",500,원(KRW),054-278-1983-8,경상북도 포항시 남구  대송면 철강산단로66번길 40,779
350,4380,삼익THK,32901,일반 목적용 기계 제조업,"21,000,000","10,500,000,000",500,원(KRW),053-665-7000,대구광역시 달서구  성서동로 163,779
351,2450,삼익악기,33302,악기 제조업,"90,530,915","45,265,457,500",500,원(KRW),043-1688-3151,충청북도 음성군  소이면 소이로 313,779
352,520,삼일제약,32102,의약품 제조업,"5,500,000","5,500,000,000","1,000",원(KRW),02-520-0300,"서울특별시 서초구  효령로 155 (방배동, 삼일제약 사옥)",779
353,9770,삼정펄프,31701,"펄프, 종이 및 판지 제조업","2,499,971","12,499,855,000","5,000",원(KRW),02-743-7071,경기 평택시 고덕면 해창리 250,779
354,5500,삼진제약,32102,의약품 제조업,"13,900,000","13,900,000,000","1,000",원(KRW),02-3140-0700,서울특별시 마포구  와우산로 121 삼진제약사옥,779
355,4690,삼천리,43502,연료용 가스 제조 및 배관공급업,"4,055,025","20,275,125,000","5,000",원(KRW),02-368-3300,"서울특별시 영등포구  국제금융로6길 42 (여의도동, 삼천리빌딩)",779
356,1880,삼호,64101,건물 건설업,"15,179,766","75,898,830,000","5,000",원(KRW),032-518-3535,인천광역시 남동구  미래로 14,779
357,10960,삼호개발,64201,기반조성 및 시설물 축조관련 전문공사업,"25,000,000","12,500,000,000",500,원(KRW),02-2046-7722,충청남도 당진시  면천면 면천로 183,779
358,4450,삼화왕관,32509,기타 금속 가공제품 제조업,"2,154,379","10,771,895,000","5,000",원(KRW),031-490-8400,경기도 안산시 단원구  강촌로 140 삼화왕관(주),779
359,9470,삼화전기,32602,전자부품 제조업,"6,613,820","6,613,820,000","1,000",원(KRW),043-261-0200,충청북도 청주시 흥덕구  봉명로 3 (복대동),779
360,11230,삼화전자공업,32605,영상 및 음향기기 제조업,"10,457,940","10,457,940,000","1,000",원(KRW),031-374-5501,경기도 용인시 처인구  남사면 경기동로 215 삼화전자공업(주),779
361,1820,삼화콘덴서공업,32602,전자부품 제조업,"10,395,000","10,395,000,000","1,000",원(KRW),031-332-6441,경기도 용인시 처인구  남사면 경기동로 227,779
362,390,삼화페인트공업,32004,기타 화학제품 제조업,"26,438,751","13,219,375,500",500,원(KRW),031-499-0394-6,경기도 안산시 단원구  별망로 178,779
363,41650,상신브레이크,33003,자동차 신품 부품 제조업,"21,471,450","10,735,725,000",500,원(KRW),053-616-9555,대구광역시 달성군 논공읍 논공중앙로33길 10,779
364,75180,새론오토모티브,33003,자동차 신품 부품 제조업,"19,200,000","9,600,000,000",500,원(KRW),041-560-4114,충청남도 천안시 동남구 병천면 가전5길 133,779
365,7540,샘표,116409,기타 금융업,"2,875,800","2,875,800,000","1,000",원(KRW),02-3393-5500,서울특별시 중구 충무로 2,779
366,248170,샘표식품,31007,기타 식품 제조업,"4,568,286","2,284,143,000",500,원(KRW),02-3393-5500,"서울특별시 중구 충무로 2 8층 (필동1가, 매일경제빌딩)",779
367,7860,서연,116409,기타 금융업,"23,479,844","11,739,922,000",500,원(KRW),031-420-3000,경기도 안양시 동안구 부림로170번길 41-22(관양동) -,779
368,200880,서연이화,33003,자동차 신품 부품 제조업,"27,028,437","13,514,218,500",500,원(KRW),02-3484-4100,"서울특별시 강남구 테헤란로 208, 11층(역삼동, 안제타워)",779
369,17390,서울도시가스,43502,연료용 가스 제조 및 배관공급업,"5,000,000","35,000,000,000","5,000",원(KRW),02-810-8000,서울특별시 강서구 공항대로 607 (염창동),779
370,4410,서울식품공업,31007,기타 식품 제조업,"337,410,000","33,963,450,000",100,원(KRW),043-720-7000,충청북도 충주시 충원대로 862,779
371,21050,서원,32403,금속 주조업,"47,474,590","23,737,295,000",500,원(KRW),031-365-8700,"경기도 안산시 단원구  산단로67번길 94  (목내동, (주)서원)",779
372,8490,서흥,32004,기타 화학제품 제조업,"11,569,113","6,084,556,500",500,원(KRW),043-249-4100,충청북도 청주시 흥덕구 오송읍 오송생명로 61 -,779
373,7610,선도전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","18,000,000","9,000,000,000",500,원(KRW),031-491-2284,경기도 안산시 단원구  원시로 86,779
374,136490,선진,31008,동물용 사료 및 조제식품 제조업,"23,779,604","11,889,802,000",500,원(KRW),031-637-1180,경기도 이천시  대월면 사동로 76,779
375,2820,선창산업,31602,나무제품 제조업,"12,607,989","12,607,989,000","1,000",원(KRW),032-770-3000,인천광역시 중구 월미로 96,779
376,14910,성문전자,32602,전자부품 제조업,"19,486,857","10,043,428,500",500,원(KRW),031-650-2800,경기도 평택시  세교산단로 61,779
377,3080,성보화학,32003,"비료, 농약 및 살균, 살충제 제조업","20,020,000","10,010,000,000",500,원(KRW),02-3789-3800,경기도 안산시 단원구 산단로19번길 168 (목내동) 성보화학주식회사,779
378,4980,성신양회,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","24,008,482","128,508,590,000","5,000",원(KRW),02-3782-7000,서울특별시 종로구  인사동5길 29,779
379,11300,성안,31302,직물직조 및 직물제품 제조업,"56,857,860","28,428,930,000",500,원(KRW),053-382-4772,대구광역시 북구  검단동로 35 (검단동),779
380,5980,성지건설,64102,토목 건설업,"14,045,010","70,225,050,000","5,000",원(KRW),031-272-0972,경기도 용인시 수지구 수지로296번길 51-9,779
381,180,성창기업지주,137105,회사 본부 및 경영 컨설팅 서비스업,"69,751,600","36,000,000,000",500,원(KRW),051-260-3333,부산광역시 사하구  다대로 627 (다대동),779
382,2420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","407,592","2,037,960,000","5,000",원(KRW),02-3393-3500,서울특별시 중구 퇴계로 212,779
383,4360,세방,84903,도로 화물 운송업,"19,308,690","11,498,970,000",500,원(KRW),051-630-5300,부산광역시 남구  북항로 141,779
384,4490,세방전지,32802,일차전지 및 축전지 제조업,"14,000,000","7,000,000,000",500,원(KRW),02-3451-6201,서울특별시 강남구 선릉로 433,779
385,1430,세아베스틸,32401,1차 철강 제조업,"35,862,119","219,310,595,000","5,000",원(KRW),02-6970-2021,서울시 마포구 양화로 45,779
386,3030,세아제강,32401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),02-6970-1000,서울시마포구 양화로 45,779
387,19440,세아특수강,32401,1차 철강 제조업,"8,570,000","42,850,000,000","5,000",원(KRW),054-285-4771,경상북도 포항시 남구  괴동로 40,779
388,58650,세아홀딩스,116409,기타 금융업,"4,000,000","20,000,000,000","5,000",원(KRW),02-6970-0110,서울특별시 마포구 양화로 45,779
389,13000,세우글로벌,74607,기타 전문 도매업,"23,690,705","11,845,352,500",500,원(KRW),032-868-1100,인천광역시 남구 염전로261번길 26-48,779
390,91090,세원셀론텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","60,990,792","30,495,396,000",500,원(KRW),02-2167-9000,서울특별시 영등포구  의사당대로 83 한국휴렛팩커드빌딩 6층 세원셀론텍(주),779
391,21820,세원정공,33003,자동차 신품 부품 제조업,"10,000,000","5,000,000,000",500,원(KRW),053-582-5161,대구광역시 달서구 달서대로 554,779
392,67830,세이브존I&C,74701,종합 소매업,"41,040,895","41,040,895,000","1,000",원(KRW),032-320-9032,서울특별시 노원구  한글비석로 57 (하계동),779
393,33530,세종공업,33003,자동차 신품 부품 제조업,"20,054,430","10,027,215,000",500,원(KRW),052-219-1699,울산광역시 북구 공단길 4 (효문동),779
394,75580,세진중공업,33101,선박 및 보트 건조업,"38,372,720","21,986,360,000",500,원(KRW),052-231-8000,울산광역시 울주군 온산읍 당월로 216-18,779
395,27970,세하,31701,"펄프, 종이 및 판지 제조업","29,562,997","29,562,997,000","1,000",원(KRW),02-2056-8800,대구광역시 달성군  유가면 비슬로96길 97,779
396,145210,세화아이엠씨,32902,특수 목적용 기계 제조업,"29,402,067","14,701,033,500",500,원(KRW),062-944-6161,광주광역시 북구 첨단연신로29번길 26,779
397,68270,셀트리온,32101,기초 의약물질 및 생물학적 제제 제조업,"125,395,903","125,395,903,000","1,000",원(KRW),032-850-5000,인천광역시 연수구 아카데미로 23,779
398,4430,송원산업,32004,기타 화학제품 제조업,"24,000,000","12,000,000,000",500,원(KRW),052-273-9841,울산광역시 남구  장생포로 83,779
399,17550,수산중공업,32902,특수 목적용 기계 제조업,"53,985,163","26,992,581,500",500,원(KRW),031-352-7733,경기도 화성시  양감면 정문송산로 260,779
400,134790,시디즈,33201,가구 제조업,"2,000,000","1,000,000,000",500,원(KRW),02-3400-6339,경기도 평택시 세교산단로 67-20 (주)시디즈,779
401,16590,신대양제지,31702,"골판지, 종이 상자 및 종이용기 제조업","4,029,782","20,148,910,000","5,000",원(KRW),031-494-7911,경기도 안산시 단원구  목내로 29,779
402,29530,신도리코,32603,컴퓨터 및 주변장치 제조업,"10,080,029","50,400,145,000","5,000",원(KRW),02-460-1114,서울특별시 성동구  성수이로24길 3 (주)신도리코,779
403,4970,신라교역,10301,어로 어업,"16,000,000","8,000,000,000",500,원(KRW),02-3434-9900,서울특별시 송파구 백제고분로 362 신리빌딩,779
404,11930,신성이엔지,32601,반도체 제조업,"172,993,713","86,606,856,500",500,원(KRW),031-788-9500,경기도 성남시 분당구  대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지,779
405,5390,신성통상,74607,기타 전문 도매업,"143,708,390","71,854,195,000",500,원(KRW),02-3709-9000,서울특별시 강동구 풍성로63길 84(둔촌동),779
406,4170,신세계,74701,종합 소매업,"9,845,181","49,225,905,000","5,000",원(KRW),02-727-1234,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,779
407,35510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","1,720,000","8,600,000,000","5,000",원(KRW),02-3397-1234,"서울특별시 중구 소공로 48 10층(회현로2가, 프라임타워)",779
408,34300,신세계건설,64101,건물 건설업,"4,000,000","20,000,000,000","5,000",원(KRW),02-3406-6620,서울특별시 중구  장충단로 180 신세계건설,779
409,31430,신세계인터내셔날,74704,"섬유, 의복, 신발 및 가죽제품 소매업","7,140,000","35,700,000,000","5,000",원(KRW),02-6979-1234,서울특별시 강남구 도산대로 449 -,779
410,31440,신세계푸드,95601,음식점업,"3,872,480","19,362,400,000","5,000",원(KRW),02-3397-6000,"서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)",779
411,6880,신송홀딩스,116409,기타 금융업,"11,828,858","5,914,429,000",500,원(KRW),27801400,서울특별시 영등포구 여의나루로 53-1,779
412,5800,신영와코루,31401,봉제의복 제조업,"900,000","4,500,000,000","5,000",원(KRW),02-818-5114,서울특별시 금천구  가산디지털1로 104 (주)신영와코루,779
413,1720,신영증권,116601,금융 지원 서비스업,"9,386,237","82,200,000,000","5,000",원(KRW),02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)",779
414,9270,신원,31401,봉제의복 제조업,"76,738,152","38,414,446,000",500,원(KRW),02-3274-5000,서울특별시 마포구  독막로 328 신원빌딩,779
415,2700,신일산업,74605,기계장비 및 관련 물품 도매업,"71,047,521","35,523,760,500",500,원(KRW),02-6309-7800,충청남도 천안시 서북구 입장면 연곡길 308 -,779
416,19170,신풍제약,32102,의약품 제조업,"52,984,990","27,592,495,000",500,원(KRW),031-491-6191,경기도 안산시 단원구 원시로 7,779
417,2870,신풍제지,31701,"펄프, 종이 및 판지 제조업","34,958,700","17,479,350,000",500,원(KRW),02-2156-7521,경기도 평택시  고덕면 고덕로 144-32 신풍제지,779
418,5450,신한,64101,건물 건설업,"7,022,839","35,114,195,000","5,000",원(KRW),02-369-0001,경기도 성남시 중원구  산성대로 208,779
419,55550,신한지주,116409,기타 금융업,"474,199,587","2,370,997,935,000","5,000",원(KRW),02-6360-3000,서울특별시 중구 세종대로9길 20 태평로2가,779
420,1770,신화실업,32401,1차 철강 제조업,"1,214,878","6,074,390,000","5,000",원(KRW),031-499-9922,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)",779
421,4080,신흥,74605,기계장비 및 관련 물품 도매업,"9,600,000","6,733,070,000",500,원(KRW),02-6366-2000,서울특별시 중구 청파로 450  (중림동) 신흥빌딩 8층 재경팀,779
422,102280,쌍방울,31401,봉제의복 제조업,"129,124,213","64,562,106,500",500,원(KRW),02-3485-6000,서울특별시 중구 퇴계로 390 -,779
423,3410,쌍용양회공업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","100,771,919","505,403,280,000","5,000",원(KRW),02-2270-5114,서울특별시 중구 수표로 34 씨티센터타워 7~9층,779
424,3620,쌍용자동차,33001,자동차용 엔진 및 자동차 제조업,"137,949,396","689,746,980,000","5,000",원(KRW),031-610-1114,경기도 평택시  동삭로 455-12,779
425,4770,써니전자,32601,반도체 제조업,"29,976,480","15,938,240,000",500,원(KRW),043-853-1760,충청북도 충주시  목행산단2로 59,779
426,4920,씨아이테크,33309,그외 기타 제품 제조업,"47,737,390","23,868,695,000",500,원(KRW),02-410-9606,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관,779
427,112610,씨에스윈드,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","17,285,715","8,642,857,500",500,원(KRW),041-901-1827,충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩,779
428,8700,아남전자,32605,영상 및 음향기기 제조업,"77,124,820","38,562,410,000",500,원(KRW),02-6424-4700,서울특별시 구로구 디지털로27가길 27아남빌딩,779
429,90430,아모레퍼시픽,32004,기타 화학제품 제조업,"58,458,490","34,508,160,000",500,원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가),779
430,2790,아모레퍼시픽그룹,116409,기타 금융업,"82,458,180","44,450,975,000",500,원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가),779
431,2030,아세아,137105,회사 본부 및 경영 컨설팅 서비스업,"2,191,024","10,955,120,000","5,000",원(KRW),02-527-6582,서울특별시 강남구  논현로 430 아세아타워빌딩 14층,779
432,183190,아세아시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","3,895,809","19,479,045,000","5,000",원(KRW),02-527-6582,서울 강남구 역삼2동 726 아세아타워빌딩 14층,779
433,2310,아세아제지,31702,"골판지, 종이 상자 및 종이용기 제조업","8,956,502","44,782,510,000","5,000",원(KRW),02-527-6882,서울특별시 강남구  논현로 430,779
434,20560,아시아나항공,85101,항공 여객 운송업,"205,235,294","1,026,176,470,000","5,000",원(KRW),02-2669-3114,서울특별시 강서구  오정로 443-83,779
435,122900,아이마켓코리아,74608,상품 종합 도매업,"35,943,340","18,166,670,000",500,원(KRW),02-3708-5678,서울특별시 강남구 삼성로 512 삼성동빌딩 16층,779
436,10780,아이에스동서,32302,"내화, 비내화 요업제품 제조업","30,827,861","15,413,930,500",500,원(KRW),02-3218-6701,서울특별시 강남구  영동대로 741,779
437,3560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","146,235,748","73,117,874,000",500,원(KRW),02-6005-6000,서울특별시 강남구 선릉로 629 싸이더스HQ타워,779
438,79440,아이엔지생명,116501,보험업,"82,000,000","82,000,000,000","1,000",원(KRW),02-2020-8382,"서울특별시 중구 세종대로7길 37(순화동, 아이엔지센터)",779
439,33660,아주캐피탈,116409,기타 금융업,"57,545,890","287,729,450,000","5,000",원(KRW),02-2017-5400,대전광역시 서구 대덕대로 239,779
440,101140,아티스,74604,생활용품 도매업,"23,641,211","11,820,605,500",500,원(KRW),031-420-4900,"경기도 평택시 통미로 23 (합정동,1층)",779
441,1780,알루코,32402,1차 비철금속 제조업,"74,524,102","37,262,051,000",500,원(KRW),042-605-8300,대전광역시 대덕구  대화로119번길 31,779
442,2250,알보젠코리아,32102,의약품 제조업,"11,857,922","59,289,610,000","5,000",원(KRW),02-2047-7712,"서울특별시 영등포구 국제금융로10, 13층(여의도동, 서울국제금융센터 투 아이에프씨동)",779
443,18250,애경산업,32004,기타 화학제품 제조업,"26,218,335","26,218,335,000","1,000",원(KRW),02-818-1700,서울특별시 구로구 가마산로 242 (구로동),779
444,161000,애경유화,32001,기초 화학물질 제조업,"32,040,000","16,020,000,000",500,,02-850-2000,서울특별시 구로구  공원로 7,779
445,11090,에넥스,33201,가구 제조업,"59,991,641","29,995,820,500",500,원(KRW),02-2185-2000,서울특별시 서초구 서초대로73길 40(서초동),779
446,5850,에스엘,33003,자동차 신품 부품 제조업,"33,865,090","16,932,545,000",500,원(KRW),053-850-8511,대구광역시 북구  노원로 85,779
447,12750,에스원,147503,"경비, 경호 및 탐정업","37,999,178","18,999,589,000",500,원(KRW),00-1588-3112,서울 중구 순화동 168 에스원빌딩 17층 총무팀,779
448,123700,에스제이엠,33003,자동차 신품 부품 제조업,"15,604,898","7,802,449,000",500,원(KRW),031-490-3838,경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠,779
449,25530,에스제이엠홀딩스,116409,기타 금융업,"14,934,008","7,467,004,000",500,원(KRW),031-491-4151,경기도 안산시 단원구 별망로459번길 20,779
450,23960,에쓰씨엔지니어링,64102,토목 건설업,"25,016,587","12,508,293,500",500,원(KRW),02-2167-9090,서울특별시 영등포구 여의도동 23-6 한국HP빌딩,779
451,140910,에이리츠,126801,부동산 임대 및 공급업,"3,675,909","18,379,545,000","5,000",원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",779
452,78520,에이블씨엔씨,32004,기타 화학제품 제조업,"24,823,163","12,411,581,500",500,원(KRW),02-2199-0123,"서울특별시 서초구 서초대로38길 12 13층 (서초동, 마제스타시티타워원)",779
453,15260,에이엔피,32602,전자부품 제조업,"82,784,868","41,392,434,000",500,원(KRW),032-676-9700,경기도 부천시 원미구  도약로 300 (주)에이엔피,779
454,7460,에이프로젠 KIC,32509,기타 금속 가공제품 제조업,"49,774,786","24,887,393,000",500,원(KRW),031-782-3433,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비2층 (상대원동, 한라시그마밸리)",779
455,3060,에이프로젠제약,32102,의약품 제조업,"107,882,194","53,941,097,000",500,원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)",779
456,36570,엔씨소프트,105802,소프트웨어 개발 및 공급업,"21,939,022","10,969,511,000",500,원(KRW),02-2186-3300,서울특별시 강남구 테헤란로 509(삼성동),779
457,138250,엔에스쇼핑,74709,무점포 소매업,"33,696,000","16,848,000,000",500,원(KRW),02-6336-1516,경기도 성남시 분당구 판교로228번길 15,779
458,85310,엔케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","79,983,352","39,991,676,000",500,원(KRW),051-204-2211,부산광역시 강서구 녹산산단17로 113(주)엔케이,779
459,9810,엔케이물산,74607,기타 전문 도매업,"80,666,477","40,333,238,500",500,원(KRW),02-6000-7800,"서울특별시 광진구 광나루로56길 85 10층(구의동, 테크노마트21)",779
460,4250,엔피씨,32202,플라스틱제품 제조업,"36,720,000","21,000,000,000",500,원(KRW),031-362-2851,경기도 안산시 단원구  해안로 289 엔피씨(주),779
461,900140,엘브이엠씨,116409,기타 금융업,"47,869,508","11,967,377",0.25,미국달러(USD),02-780-1949,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands",779
462,14440,영보화학,32202,플라스틱제품 제조업,"20,000,000","10,000,000,000",500,원(KRW),042-822-0603,충청북도 청주시 흥덕구 강내면 서부로 230-23,779
463,111770,영원무역,74608,상품 종합 도매업,"44,311,468","22,155,734,000",500,원(KRW),390-6114,서울특별시 중구  만리재로 159,779
464,9970,영원무역홀딩스,116409,기타 금융업,"13,635,592","6,817,796,000",500,원(KRW),02-390-6000,서울특별시 중구 만리재로 159 (주)영원무역,779
465,3520,영진약품,32102,의약품 제조업,"182,892,731","91,446,365,500",500,원(KRW),02-2041-8200,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층,779
466,670,영풍,32402,1차 비철금속 제조업,"1,842,040","9,210,200,000","5,000",원(KRW),02-519-3314,서울특별시 강남구  강남대로 542,779
467,6740,영풍제지,31702,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000",500,원(KRW),031-660-8200,경기도 평택시 진위면 서탄로 9,779
468,12280,영화금속,33003,자동차 신품 부품 제조업,"45,451,006","23,597,333,000",500,원(KRW),055-551-7500,경상남도 창원시 진해구  남의로 57 (남양동),779
469,12160,영흥철강,32401,1차 철강 제조업,"85,826,509","42,913,254,500",500,원(KRW),02-2077-8522,충청남도 보령시 주교면 관창공단길 50 -,779
470,15360,예스코홀딩스,116409,기타 금융업,"6,000,000","30,000,000,000","5,000",원(KRW),02-1644-3030,서울특별시 성동구  자동차시장길 23,779
471,7310,오뚜기,31007,기타 식품 제조업,"3,440,000","17,200,000,000","5,000",원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405,779
472,2630,오리엔트바이오,32102,의약품 제조업,"163,712,407","81,856,203,500",500,원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,779
473,271560,오리온,31007,기타 식품 제조업,"39,533,501","19,766,750,500",500,원(KRW),02-710-6000,서울특별시 용산구 백범로90다길 13,779
474,1800,오리온홀딩스,116409,기타 금융업,"62,644,053","31,322,026,500",500,원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온,779
475,70960,용평리조트,95501,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000","5,000",원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715,779
476,4720,우리들제약,32102,의약품 제조업,"11,570,324","5,785,162,000",500,원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,779
477,118000,우리들휴브레인,74605,기계장비 및 관련 물품 도매업,"21,553,594","10,776,797,000",500,원(KRW),2194-3535,경기도 화성시 향남읍 제약공단2길 50 -,779
478,30,우리은행,116401,은행 및 저축기관,"676,000,000","3,381,391,855,000","5,000",원(KRW),02-2002-3000,서울특별시 중구 소공로 51,779
479,10050,우리종금,116409,기타 금융업,"674,203,406","337,101,703,000",500,원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),779
480,6980,우성사료,31006,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000",500,원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027,779
481,17370,우신시스템,32902,특수 목적용 기계 제조업,"18,314,054","9,157,027,000",500,원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20,779
482,105840,우진,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","17,360,000","8,680,000,000",500,원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110,779
483,49800,우진플라임,32902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",500,원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동,779
484,16880,웅진,116409,기타 금융업,"72,677,207","38,588,603,500",500,원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩,779
485,95720,웅진씽크빅,168501,초등 교육기관,"34,621,165","17,310,582,500",500,원(KRW),031-956-7000,경기도 파주시  회동길 20,779
486,103130,웅진에너지,32601,반도체 제조업,"29,700,437","148,502,185,000","5,000",원(KRW),042-939-8114,대전광역시 유성구  테크노2로 37 (관평동),779
487,5820,원림,31303,편조원단 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층,779
488,10600,웰바이오텍,74601,상품 중개업,"15,249,884","7,624,942,000",500,원(KRW),02-6902-1300,서울특별시 강남구  선릉로 433 세방빌딩 신관6층 (주)와이비로드,779
489,8600,윌비스,74604,생활용품 도매업,"57,000,000","62,646,140,000","1,000",원(KRW),041-529-5716,충청남도 천안시 동남구  만남로 76,779
490,33270,유나이티드,32102,의약품 제조업,"16,207,322","8,103,661,000",500,원(KRW),02  -516 -3041,세종특별자치시 전동면 노장리 404-10,779
491,14830,유니드,32001,기초 화학물질 제조업,"8,889,843","44,449,215,000","5,000",원(KRW),02-3709-9500,서울특별시 중구  을지로5길 19,779
492,910,유니온,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","15,611,619","7,805,809,500",500,원(KRW),02-3455-8793,서울특별시 중구  소공로 94 OCI빌딩 13층,779
